id товара из сайта,наименование,ссылка на товар,регулярная цена,промо цена,бренд
489844,"Конфеты Ameri шоколадные ракушки с начинкой пралине, 500г",https://online.metro-cc.ru/products/konfety-shokoladnye-rakushki-ameri-500-g,1699,,AMERI
174509,"Конфеты Красный Октябрь Сливочная помадка с цукатами, 250г",https://online.metro-cc.ru/products/pomadka-krasnyj-oktyabr-slivochnaya-s-cukatami-250g,237,169,КРАСНЫЙ ОКТЯБРЬ
174076,"Рулетики Яшкино вафельные со сгущенкой, 160г",https://online.metro-cc.ru/products/yashkino-vafelnye-so-sguschenkoj-160g,64.9,,ЯШКИНО
595086,"Батончик Twix шоколадный 55г х 3шт, 165г",https://online.metro-cc.ru/products/3h55g-batonchik-twix-shokoladnyj-mp,154,119,TWIX
205007,"Карамель Chupa Chups Mini ассорти вкусов, 90г",https://online.metro-cc.ru/products/ledency-chupa-chups-mini-15h6g,86.9,,CHUPA CHUPS
98880490,"Маршмеллоу Guandy Classic мини белый ванильный, 75г",https://online.metro-cc.ru/products/75g-marshmellou-guandy-mini-belyy-vanilnyy,106,,GUANDY
558142,"Набор шоколадных конфет Merci Подарок, 200г",https://online.metro-cc.ru/products/nabor-shokoladnyh-konfet-storck-merci-assorti-zvezda-200g,469,,MERCI
594425,"Батончик Mars шоколадный 40.5г х 4шт, 162г",https://online.metro-cc.ru/products/4h405g-batonchik-mars-shokoladnyj-mp,154,119,MARS
477843,"Печенье Семейка Озби с изюмом, яблоком и корицей затяжное, 600г",https://online.metro-cc.ru/products/semejka-ozbi-pechenye-zatyazhnoe-s-izyumom-yablokom-koricej-625g,279,229,СЕМЕЙКА ОЗБИ
381207,"Печенье Юбилейное Традиционное витаминизированное, 112г",https://online.metro-cc.ru/products/yubilejnoe-tradicionnoe-112g-542685,41.5,32.9,ЮБИЛЕЙНОЕ
643874,"Чипсы Lay's рифленые Паприка, 140г",https://online.metro-cc.ru/products/lays-riflenye-paprika-140g,138,,LAY'S
643949,"Попкорн Holy Corn морская соль для приготовления в микроволновой печи, 65г",https://online.metro-cc.ru/products/popkorn-holy-corn-morskaya-sol-dlya-prigotovleniya-v-mikrovolnovoj-pechi-65g,103,75.9,HOLY CORN
473400,"Конфеты A.Korkunov шоколадные коллекция молочный шоколад, 110г",https://online.metro-cc.ru/products/shokolad-a-korkunov-assorti-molochnyj-110-g,319,209,A.KORKUNOV
454872806,"Халва Дружба с арахисом, 220г",https://online.metro-cc.ru/products/220g-halva-druzhba-s-arahisom,226,,ДРУЖБА
573070,"Шоколад Alpen Gold миндаль и кокос, 85г",https://online.metro-cc.ru/products/alpen-gold-mindal-kokos-85g,85.9,69.9,ALPEN GOLD
557382718,"Печенье-сэндвич Milka Choco Pause, 260г",https://online.metro-cc.ru/products/260g-pechene-sendvich-milka-shoko-pauza,299,,MILKA
147763,"Шоколадное яйцо Kinder Surprise Лицензионная серия, 20г",https://online.metro-cc.ru/products/yajco-kinder-syurpriz-iz-molochnogo-c-molochnym-vnutrennim-sloem-igrushkoj-vnutri-rozovoe-yajco-20gh36sht,107,,KINDER SURPRISE
502460,"aro Печенье овсяное, 400г",https://online.metro-cc.ru/products/ovsyanoe-aro-400-g,73.9,,ARO
636275,"Крендели Saltletts с солью классические, 150г",https://online.metro-cc.ru/products/krendeli-s-solyu-klassicheskie-saltletts-150g,80.91,64.9,SALTLETTS
648095,"METRO Chef Тарталетки для икры из песочного теста, 200г",https://online.metro-cc.ru/products/metro-chef-tartaletki-dlya-ikry-iz-pesochnogo-testa-200g,182,,METRO CHEF
458171,"Конфеты Бабаевский Визит шоколадные, 400г",https://online.metro-cc.ru/products/babaevskij-shokoladnye-vizit-400-g,559,439,БАБАЕВСКИЙ
133457,"Набор подарочный Объединенные кондитеры Любимые с детства Конфета, 350г",https://online.metro-cc.ru/products/art_467456,399,,ОБЪЕДИНЕННЫЕ КОНДИТЕРЫ
566721,"Печенье Belvita Soft bakes Утреннее какао, 250г",https://online.metro-cc.ru/products/soft-bejks-so-zlakami-nachinkoj-kakao-belvita-250-g,329,,BELVITA
229428,"Шоколад Merci лесной орех и миндаль, 100г",https://online.metro-cc.ru/products/merci-s-orehom-100g,189,149,MERCI
526013,"Шоколад Milka арахис-карамель, 276г",https://online.metro-cc.ru/products/art_651072,339,305,MILKA
592137608,"Конфеты Славянка Степ Mix, 1кг",https://online.metro-cc.ru/products/1kg-konfety-step-mix-slavyanka,559,,СЛАВЯНКА
88595,"Батончик Milky Way шоколадный, 26г x 36 шт",https://online.metro-cc.ru/products/milky-way-26g-30563,752.4,,MILKY WAY
643839,"Чипсы Lay's Сметана и зелень, 140г",https://online.metro-cc.ru/products/lays-smetana-zelen-140g,138,,LAY'S
538973,"Батончик Snickers Криспер шоколадный, 60г",https://online.metro-cc.ru/products/art_58925,57.9,44.9,SNICKERS
583366,"RIOBA Шоколад горький миндаль, цукаты, апельсин, 100г",https://online.metro-cc.ru/products/shokolad-rioba-gorkij-mindal-cukaty-apelsin-100g,111,,RIOBA
519766,"Сушки Семейка Озби Кроха простые, 200г",https://online.metro-cc.ru/products/kroha-ozbi-postnye-200g,42.99,36.9,СЕМЕЙКА ОЗБИ
454825946,"Чипсы Lay's рифленые Сметана и лук, 70г",https://online.metro-cc.ru/products/70g-chipsy-lays-maks-smetanaluk,79.9,,LAY'S
601246973,"Набор конфет Sarotti Magische momente, 210г",https://online.metro-cc.ru/products/210g-nabor-konfet-sarotti-magische-momente,979,,SAROTTI
183547,"Пряник Ясная поляна Тульский с фруктовой начинкой, 140г",https://online.metro-cc.ru/products/tulskij-s-fruktovoj-nachinkoj-140g-468859,51.9,37.9,ЯСНАЯ ПОЛЯНА
123040,"Шоколадное яйцо Kinder Surprise Серия для девочек, 20г",https://online.metro-cc.ru/products/yajco-kinder-syurpriz-iz-molochnogo-c-molochnym-vnutrennim-sloem-igrushkoj-vnutri-princessy-disnej-20gh36sht,107,,KINDER SURPRISE
595266,"Чипсы Lay's рифленые Паприка, 225г",https://online.metro-cc.ru/products/225g-chipsy-lays-riflenye-paprika,209,,LAY'S
497641,"Печенье Ванюшкины сладости Пышка-хвастунишка, 420г",https://online.metro-cc.ru/products/vanyushkiny-sladosti-pyshka-hvastunishka-420g,204,,ВАНЮШКИНЫ СЛАДОСТИ
604923531,"Шоколад молочный Ritter Sport лесной орех и клюква, 100г",https://online.metro-cc.ru/products/shokolad-molochnyy-ritter-sport-lesnoy-oreh-i-klyukva-100g,148,,RITTER SPORT
643714,"Чипсы Lay's рифленые Лобстер, 140г",https://online.metro-cc.ru/products/lays-riflenye-lobster-140g,138,,LAY'S
454825896,"Чипсы Lay's Краб, 70г",https://online.metro-cc.ru/products/70g-chipsy-lays-krab,79.9,,LAY'S
444367,"Конфеты Бабаевский Белочка шоколадные, 200г",https://online.metro-cc.ru/products/babaevskij-shokoladnye-belochka-250g,299,,БАБАЕВСКИЙ
197446,"Набор шоколадных конфет Reber Mozart Patrizier в подарочной упаковке, 340г",https://online.metro-cc.ru/products/shokoladnye-mocart-reber-340g,2899,2399,REBER
566755,"Жевательная резинка Mentos Pure white нежная мята, 54г",https://online.metro-cc.ru/products/mentos-pure-white-nezhnaya-myata-54g,147,,MENTOS
95942,"Конфеты Reber Mozart 356 из горького шоколада, 240г",https://online.metro-cc.ru/products/shokoladnye-reber-mozart-kugeln-240g,1399,1199,REBER MOZART
405306,"Печенье Акульчев Купелька малина, 750г",https://online.metro-cc.ru/products/akulchev-kupelka-malina-750g,399,,АКУЛЬЧЕВ
371737,"Шоколад Merci Кофе и сливки, 100г",https://online.metro-cc.ru/products/merci-kofe-slivki-100g,189,149,MERCI
193594,"Чипсы Delicados Nachos кукурузные Оригинальные, 150г",https://online.metro-cc.ru/products/delicados-nachos-kukuruznye-originalnye-150g,97.9,81.9,DELICADOS
497747,"Печенье Наслада сэндвич с вареной сгущенкой, 1.3кг",https://online.metro-cc.ru/products/naslada-sendvich-s-varenoj-sguschenkoj-13kg,499,,НАСЛАДА
501827,"Драже M&M's с соленым арахисом, 45г",https://online.metro-cc.ru/products/drazhe-m-m-039s-s-solenym-arahisom-45g-632422,55.9,,M&M'S
631383,"Драже M&M's с молочным шоколадом, 145г",https://online.metro-cc.ru/products/145g-drazhe-m-m-039s-s-molochnym,179,,M&M'S
572171,"Жевательная резинка Mentos Pure Fresh Тутти Фрутти, 100г",https://online.metro-cc.ru/products/art_88956,279,,MENTOS
554060,"Зефир Сладбери С ароматом ванили, 750г",https://online.metro-cc.ru/products/sladberi-s-aromatom-750-g,339,,СЛАДБЕРИ
162399,"Драже M&M's с молочным шоколадом, 45г",https://online.metro-cc.ru/products/drazhe-m-ms-s-molochnym-shokoladom-45g,55.9,,M&M'S
177668984,"Мармелад Haribo жевательный ягоды, 175г",https://online.metro-cc.ru/products/175g-zhevatelnyy-marmelad-haribo-yagody,263,,HARIBO
573028,"Шоколад Alpen Gold с чернично-йогуртовой начинкой, 85г",https://online.metro-cc.ru/products/alpen-gold-chernika-jogurt-85g,79.9,69.9,ALPEN GOLD
537537204,"Крекер Яшкино французский с кунжутом, 185г",https://online.metro-cc.ru/products/185g-kreker-yashkino-frantsuzskiy-s-kunzhutom,40.99,,ЯШКИНО
496897,"Пряники Сладкие гостинцы имбирное кольцо, 900г",https://online.metro-cc.ru/products/sladkie-gostincy-imbirnoe-kolco-900g,273,,СЛАДКИЕ ГОСТИНЦЫ
216809,"Конфеты Ferrero Rocher шоколадные коллекция, 172г",https://online.metro-cc.ru/products/ferrero-collection-raffaello-ferrero-rocher-ferrero-rondnoir-1722g,799,,FERRERO
587671994,"Зефир Шармэль апельсиновый, 255г",https://online.metro-cc.ru/products/255g-zefir-sharmel-apelsinovyy,176,,ШАРМЭЛЬ
402581,"Чипсы Хрустящий картофель в ломтиках с солью, 160г",https://online.metro-cc.ru/products/160g-hrust-kart-sol,121,109,ХРУСТЯЩИЙ КАРТОФЕЛЬ
256481,"Конфеты Milky Way Minis шоколадный, 2.5кг",https://online.metro-cc.ru/products/shokoladnye-milky-way-minis-25kg,2309,,MILKY WAY
527424,"Шоколад молочный Milka Oreo Sandwich с круглым печеньем, 92г",https://online.metro-cc.ru/products/art_651976,149,119,MILKA
618717,"Конфеты Anthon Berg Бутылочки с премиальным алкоголем шоколадные, 187г",https://online.metro-cc.ru/products/187g-anthon-berg-shok-but-s-alk-12sht,1139,,ANTHON BERG
190190,"Конфеты Ferrero Rocher молочные из крема и лесного ореха, 125г",https://online.metro-cc.ru/products/hrustyaschie-ferrero-rocher-iz-molochnogo-shokolada-pokrytye-izmelchennymi-oreshkami-s-nachinkoj-iz-krema-lesnogo-oreha-125g,409,,FERRERO
557089,"Конфеты Рот Фронт Батончики, 1кг",https://online.metro-cc.ru/products/rot-front-batonchiki-1000g,519,,РОТ ФРОНТ
573919777,"Карамель Kdv леденцовое ассорти с соком, 500г",https://online.metro-cc.ru/products/500g-karamel-kdv-ledentsovoe-assorti-s-sokom,111,85.91,Без бренда
428082,"Шоколад Ritter Sport молочный Цельный лесной орех, 100г",https://online.metro-cc.ru/products/ritter-sport-molochnyj-celnyj-lesnoj-oreh-100g,159,,RITTER SPORT
595429074,"Чипсы Lay's шашлык, 140г",https://online.metro-cc.ru/products/140g-chipsy-lays-shashlyk,138,,LAY'S
201348,"Сушки-мини Семейка Озби с солью, 150г",https://online.metro-cc.ru/products/semejka-ozbi-mini-s-solyu-150g,42.49,36.9,СЕМЕЙКА ОЗБИ
11516846,"Шоколад Априори горький малины-цукаты апельсина, 100г",https://online.metro-cc.ru/products/100g-shokolad-apriori-gorkiy-malinatsukaty-apelsina,234,,АПРИОРИ
398897,"Шоколад Milka молочный с печеньем Lu, 87г",https://online.metro-cc.ru/products/molochnyj-milka-s-pechenyem-lu-87g-554216,149,119,MILKA
651351,"Шоколад Ritter Sport молочный кешью, 100г",https://online.metro-cc.ru/products/ritter-sport-molochnyj-keshyu-100g,159,,RITTER SPORT
537684904,"Печенье Forsite сахарное шоколадно-сливочный вкус, 220г",https://online.metro-cc.ru/products/220g-pechene-forsite-saharnoe-shokoladno-slivochnyy-vkus,76.9,,FORSITE
411617,"Гренки Фишка ржаные с натуральным чесноком, 500г",https://online.metro-cc.ru/products/fortuna-grenki-rzhanye-s-chesnokom-500g,229,189,ФИШКА
573919787,"Карамель Kdv Солярики яблоко-вишня-ананас ассорти, 500г",https://online.metro-cc.ru/products/500g-karamel-kdv-solyariki-assorti-yablokovishnyaananas,119,102,Без бренда
258815,"Батончик Picnic Big с арахисом, изюмом и карамелью шоколадный, 76г",https://online.metro-cc.ru/products/picnic-big-s-arahisom-karamelyu-76g,81.9,,PICNIC
592200272,"Конфеты Славянка Мишка на севере, 1кг",https://online.metro-cc.ru/products/1kg-konfety-mishka-na-severe-slavyanka,909,,СЛАВЯНКА
49162262,"Чипсы Mr Potato Барбекю, 160г",https://online.metro-cc.ru/products/160g-chipsy-mr-potato-barbekyu,299,,MR POTATO
376008,"Жевательная резинка Orbit White Bubblemint (13.6г x 10шт), 136г",https://online.metro-cc.ru/products/orbit-white-bubblemint-10-136g,369,249,ORBIT
484037,"Шоколад Победа горький 72% какао без сахара, 100г",https://online.metro-cc.ru/products/pobeda-gorkij-72-kakao-bez-sahara-100-g,149,145,ПОБЕДА
601246908,"Набор подарочный Мосупак Дракончик Митя подарок, 800г",https://online.metro-cc.ru/products/800g-pn-mosupak-podarok-drakonchik-mitya,649,,МОСУПАК
570405,"Конфеты Кремлина шоколадные ассорти фрукты и орехи, 1кг",https://online.metro-cc.ru/products/shokoladnye-kremlina-frukty-orehi-assorti-1kg,729,599,КРЕМЛИНА
566789,"Печенье Юбилейное витаминизированное с темной глазурью, 232г",https://online.metro-cc.ru/products/yubilejnoe-s-temnoj-glazuryu-232-g,105,86.9,ЮБИЛЕЙНОЕ
537537094,"Печенье Forsite сахарное кокосовый вкус, 220г",https://online.metro-cc.ru/products/220g-pechene-forsite-saharnoe-kokosovyy-vkus,76.9,,FORSITE
31577638,"Хлебные палочки Baker House Grissini с семенами подсолнечника и морской солью, 80г",https://online.metro-cc.ru/products/80g-hlebnye-palochki-baker-house-sem-podsolnmor-sol,55.9,,BAKER HOUSE
76408515,"Конфеты Рот Фронт Коровка молочные, 180г",https://online.metro-cc.ru/products/180g-konfety-rot-front-korovka,142,,РОТ ФРОНТ
5229043,"Хлебцы Щедрые ржаные, 100г",https://online.metro-cc.ru/products/hlebtsi_schedrie_rjanie_100,48.49,37.9,ЩЕДРЫЕ
220310,"Жевательная резинка Mentos Pure Fresh свежая мята, 100г",https://online.metro-cc.ru/products/mentos-pure-fresh-svezhaya-myata100g,279,,MENTOS
548854,"Сушки Семейка Озби цельнозерновые, 200г",https://online.metro-cc.ru/products/semejka-ozbi-celnozernovye-200g,68.9,55.9,СЕМЕЙКА ОЗБИ
232147,"Конфета Zentis Марципановая буханка, 100г",https://online.metro-cc.ru/products/zentis-marcipan-v-temnom-shokolade-100g,174,116,ZENTIS
365840,"Инжир Фруже c трюфелем в темном шоколаде, 380г",https://online.metro-cc.ru/products/fruzhe-inzhir-s-tryufelem-v-temnom-shokolade-380g,439,339,ФРУЖЕ
557512208,"Печенье Юбилейное с овсяными хлопьями, 268г",https://online.metro-cc.ru/products/268g-pechene-yubileynoe-s-ovsyanymi-hlopyami,89.9,,ЮБИЛЕЙНОЕ
596997,"Печенья Любятово Мария традиционное затяжное, 156г",https://online.metro-cc.ru/products/156g-pechenye-lyubyatovo-mariya-zatyazhnoe-tradic,56.9,,ЛЮБЯТОВО
241515,"Шоколад Bucheron молочный с фисташками, 100г",https://online.metro-cc.ru/products/bucheron-molochnyj-s-fistashkami-100g,339,,BUCHERON
252201,"Конфеты Ameri трюфели, 250г",https://online.metro-cc.ru/products/250g-ameri-tryufeli,979,,AMERI
160242,Шоколад Lindt Excellence Горький 85% Какао 100 г,https://online.metro-cc.ru/products/lindt-excellence-gorkij-85-100g,309,,LINDT
570926,"Конфеты Победа вкуса Мишки в лесу вафельные, 200г",https://online.metro-cc.ru/products/vafelnye-pobeda-vkusa-mishki-v-lesu-200g,172,139,ПОБЕДА ВКУСА
1464935,"Гренки Фишка чесночные, 120г",https://online.metro-cc.ru/products/120g-grenki-fishka-chesnochnye,60.9,56.9,ФИШКА
137080,"Мармелад Мармеландия Апельсиновые дольки с натуральным соком, 250г",https://online.metro-cc.ru/products/udarnica-apelsinovye-dolki-s-naturalnym-sokom-250g,181,,МАРМЕЛАНДИЯ
643934,"Чипсы Lay's Сыр, 140г",https://online.metro-cc.ru/products/lays-syr-140g,138,,LAY'S
577615,"Набор конфет A.Korkunov из темного и молочного шоколада, 256г",https://online.metro-cc.ru/products/akorkunov-iz-temnogo-molochnogo-shokolada-256-g,709,489,A.KORKUNOV
616181,"Конфеты Рот Фронт Ешкина коровка, 250г",https://online.metro-cc.ru/products/250g-rot-front-yoshkina-korovka,159,99.9,РОТ ФРОНТ
213932,"Батончик Bounty шоколадный с мякотью кокоса, 55г",https://online.metro-cc.ru/products/bounty-s-myakotyu-kokosa-55g,49.99,,BOUNTY
76409790,"Пастила Белевские сладости яблоко-вишня без сахара, 100г",https://online.metro-cc.ru/products/100g-pastila-belevskie-sladosti-yabloko-vishnya-bsah,159,,БЕЛЕВСКИЕ СЛАДОСТИ
382780,Сухарики Хрусteam Багет королевский краб 60г,https://online.metro-cc.ru/products/hrusteam-baget-korolevskij-krab-60g,63.9,46.9,ХРУСTEAM
617052,"Сухарики Хрусteam Багет и красная икра, 60г",https://online.metro-cc.ru/products/60g-hrustim-baget-krasnaya-ikra,63.9,46.9,ХРУСTEAM
537469669,"Чипсы Русская картошка сметана-укроп, 80г",https://online.metro-cc.ru/products/80g-chipsy-russkaya-kartoshka-smetanaukrop,77.9,49.9,РУССКАЯ КАРТОШКА
583461,"RIOBA Шоколад горький миндаль, фисташка, 100г",https://online.metro-cc.ru/products/shokolad-rioba-gorkij-mindal-fistashka-100g,111,,RIOBA
616457,"Конфеты Рот Фронт Грильяж в шоколаде, 200г",https://online.metro-cc.ru/products/200g-rot-front-grilyazh-v-shokolade,329,,РОТ ФРОНТ
559792,"Суфле Casali Schoko-Mangos, 150г",https://online.metro-cc.ru/products/sufle-casali-mango-shokolad-150-g,189,169,CASALI
407512,"METRO Chef Тарталетки салатные из слоеного теста 27шт, 450г",https://online.metro-cc.ru/products/art_562912,255,,METRO CHEF
646342,"Чипсы нори Naitori со вкусом кимчи, 3г",https://online.metro-cc.ru/products/nori-naitori-so-vkusom-kimchi-3g,41.99,29.9,NAITORI
114616,"Ирис Meller молочный шоколад, 38г",https://online.metro-cc.ru/products/iris-meller-molochnyj-shokolad-38g,44.99,39.9,MELLER
187057,"Конфеты M&M's Драже с молочным шоколадом, 360г",https://online.metro-cc.ru/products/m-ms-drazhe-s-molochnym-shokoladom-360g,389,,M&M'S
228004,"Карамель Рот Фронт Барбарис леденцовая, 250г",https://online.metro-cc.ru/products/karamel-rot-front-barbaris-250-g,119,69.9,РОТ ФРОНТ
98140,"Конфеты Raffaello с цельным миндальным орехом в кокосовой обсыпке, 240г",https://online.metro-cc.ru/products/raffaello-s-celnym-mindalnym-orehom-v-kokosovoj-obsypke-240g,749,619,RAFFAELLO
624917,"aro Попкорн соленый (100г x 3шт), 300г",https://online.metro-cc.ru/products/3h100g-popkorn-aro-sol,145,,ARO
594721,"Батончик Snickers Криспер шоколадный 40г х 4шт, 160г",https://online.metro-cc.ru/products/4h40g-batonchik-snickers-shokoladnyj-krisper-mp,154,119,SNICKERS
619942,"Драже M&M's с арахисом, 145г",https://online.metro-cc.ru/products/145g-drazhe-m-m-039s-s-arahisom,179,,M&M'S
576000,"Шоколад Аленка Красный Октябрь молочный с драже, 90г",https://online.metro-cc.ru/products/alenka-krasnyj-oktyabr-s-drazhe-90-g,85.9,64.9,АЛЕНКА
231983,"Чипсы нори Midori кимчи, 5г",https://online.metro-cc.ru/products/nori-midori-kimchi-5-g,68.9,,MIDORI
556606,"Конфеты Красный Октябрь Красный мак, 1кг",https://online.metro-cc.ru/products/krasnyj-mak-1000g,719,,КРАСНЫЙ ОКТЯБРЬ
593813,"Шоколад Milka молочный с фундуком, 85г",https://online.metro-cc.ru/products/milka-shokolad-molochnyj-s-fundukom-85g,109,88.9,MILKA
517551,"Конфеты Победа вкуса Птица счастья вафельные, 200г",https://online.metro-cc.ru/products/vafelnye-pobeda-vkusa-ptica-schastya-s-nachinkoj-iz-tertogo-mindalya-v-slivochnom-shokolade-200g,172,139,ПОБЕДА ВКУСА
469464,"Чипсы Naturals Lorenz Паприка, 100г",https://online.metro-cc.ru/products/lorenz-naturals-paprika-100g,159,99.9,NATURALS
60594997,"Шоколад Red Delight темный с апельсином и миндалем, 85г",https://online.metro-cc.ru/products/85g-shokolad-red-delight-tyomnyy-apelsinmindal,209,139,RED
650006,"Шоколад Коммунарка горький с начинкой с пюре из клюквы, 200г",https://online.metro-cc.ru/products/kommunarka-gorkij-s-pyure-iz-klyukvy-200g,199,129,КОММУНАРКА
646477,"Сухарики Хрусteam багет сметана-зелень, 100г",https://online.metro-cc.ru/products/hrusteam-baget-smetana-zelen-100g,77.9,59.9,ХРУСTEAM
595240,"Чипсы Lay's Краб, 225г",https://online.metro-cc.ru/products/225g-chipsy-lays-krab,209,,LAY'S
144512,"Суфле Casali Schoko-Bananen Банановое в шоколаде, 300г",https://online.metro-cc.ru/products/sufle-casali-bananovoe-v-shokolade-300g,319,299,CASALI
494940,"Конфеты Red пралине из молочного шоколада с ореховой начинкой без сахара, 132г",https://online.metro-cc.ru/products/molochnyjs-orehovoj-nachinkoj-red-delidht-132-g,369,359,RED
182921,"Чипсы Delicados Nachos кукурузные с оливками и паприкой, 150г",https://online.metro-cc.ru/products/kukuruznye-delicados-s-olivkami-paprikoj-150g,110,82.9,DELICADOS
29959558,"Хлебцы цельнозерновые Baker House ржаные с кориандром и морской солью, 180г",https://online.metro-cc.ru/products/180g-tselnozern-hlebtsy-baker-house-rzhan-koriansol,166,,BAKER HOUSE
601243778,"Жевательная резинка Eclipse Ледяная вишня, 14г",https://online.metro-cc.ru/products/136g-zhevatelnaya-rezinka-eclipse-ledyanaya-vishnya-226959,46.99,,ECLIPSE
592283263,"Конфеты Славянка Левушка шоколадный ирис, 1кг",https://online.metro-cc.ru/products/1kg-konfety-lyovushka-slavyanka-shokoladnyy-iris,369,,СЛАВЯНКА
581211,"Пряники Полет шоколадные ГОСТ, 250г",https://online.metro-cc.ru/products/shokolad-polet-gost-250g,173,,ПОЛЕТ
215999,"Конфеты Красный Октябрь Аленка шоколадные, 250г",https://online.metro-cc.ru/products/art_406458,349,,АЛЕНКА
505112,"Жевательная резинка Orbit сочный арбуз (13.6г x 10шт), 136г",https://online.metro-cc.ru/products/orbit-sochnyj-arbuz-136g-10,369,249,ORBIT
574162387,"Конфеты Kdv Евгеша батончик с какао, 500г",https://online.metro-cc.ru/products/500g-konfety-kdv-evgesha-batonchik-s-kakao,169,145,Без бренда
126124,"Конфеты Красный Октябрь Ласточка, 250г",https://online.metro-cc.ru/products/lastochka-krasnyj-oktyabr-250g-406425,174,,КРАСНЫЙ ОКТЯБРЬ
454825951,"Чипсы Lay's с солью, 70г",https://online.metro-cc.ru/products/70g-chipsy-lays-s-solyu,79.9,,LAY'S
519520,"Сушки Семейка Озби Кроха ванильные, 200г",https://online.metro-cc.ru/products/kroha-ozbi-s-vanilyu-200g,54.9,,СЕМЕЙКА ОЗБИ
148624,"Печенье Orion Choco Boy с обогащающей добавкой, 45г",https://online.metro-cc.ru/products/choco-boy-s-obogaschayuschej-dobavkoj-45g,53.9,,ORION
583580,"Набор конфет Merci шоколадные ассорти, 400г",https://online.metro-cc.ru/products/nabor-konfet-merci-400g,999,,MERCI
516048,"Чипсы Lay's Из печи Нежный сыр с зеленью, 85г",https://online.metro-cc.ru/products/lay-039s-iz-pechi-nezhnyj-syr-zelen-85-g,109,,LAY'S
549971,"Печенье Полет овсяное классическое 5 злаков, 250г",https://online.metro-cc.ru/products/polet-5-zlakov-ovsyanoe-250-g,186,,ПОЛЕТ
103621,"Сушки-мини Семейка Озби простые, 150г",https://online.metro-cc.ru/products/semejka-ozbi-mini-prostye-150g,49.49,,СЕМЕЙКА ОЗБИ
557382738,"Печенье Юбилейное традиционное, 403г",https://online.metro-cc.ru/products/403g-pechene-yubileynoe-traditsionnoe,134,,ЮБИЛЕЙНОЕ
527736,"Мармелад Fruittella крутой микс, 150г",https://online.metro-cc.ru/products/fruit-tella-krutoj-miks-150-g,132,,FRUITTELLA
593796,"Шоколад Milka Bubbles молочный пористый с бананово йогуртовой начинкой, 92г",https://online.metro-cc.ru/products/shokolad-milka-molochnyj-bubbles-poristyj-s-bananovo-jogurtovoj-nachinkoj-92g,109,84.9,MILKA
126270,"Печенье Бискотти сдобное Ассорти 9 видов глазированное, 345г",https://online.metro-cc.ru/products/art_379650,299,,БИСКОТТИ
3043450,"Чипсы Delicados Nachos Сметанный соус Ранч, 150г",https://online.metro-cc.ru/products/150g-chipsy-delicados-smetannyy-sous-ranch,106,82.9,DELICADOS
492507,"Халва Рот Фронт Дружба воздушная с арахисом, 500г",https://online.metro-cc.ru/products/vozdushnaya-halva-druzhba-s-arahisom-rot-front-500g,689,,ДРУЖБА
537536994,"Печенье Яшкино затяжное с клубничным кремом, 190г",https://online.metro-cc.ru/products/190g-pechene-zatyazhnoe-yashkino-s-klubnichnym-kremom,57.9,,ЯШКИНО
545508,"Вафли Коломенское с орехами, 200г",https://online.metro-cc.ru/products/kolomenskoe-s-orehami-200g,89.9,,КОЛОМЕНСКОЕ
217795065,"Мармелад Sweetbox с игрушкой enchantimals, 10г",https://online.metro-cc.ru/products/10g-marmelad-sweet-box-s-igrushkoy-enchantimals,221,149,SWEETBOX
177668976,"Шоколад Villars мини молочный и горький, 250г",https://online.metro-cc.ru/products/250g-mini-shokolad-villars-molochnyy-i-gorkiy,1399,,VILLARS
231879,"Клюква Шармэль в сахарной пудре, 120г",https://online.metro-cc.ru/products/klyukva-udarnica-sharmel-v-saharnoj-pudre-120g,159,,ШАРМЭЛЬ
593365,"Чипсы Naturals Lorenz с морской солью и перцем, 100г",https://online.metro-cc.ru/products/lorenz-naturals-s-morskoj-solyu-percem-100-g,159,99.9,NATURALS
537537264,"Чипсы Русская картошка сметана и лке, 80г",https://online.metro-cc.ru/products/80g-chipsy-russkaya-kartoshka-smetanaluk,77.9,49.9,РУССКАЯ КАРТОШКА
498446,"aro Зефир с ароматом ванили, 250г",https://online.metro-cc.ru/products/aro-s-aromatom-250g,78.9,,ARO
600734567,"Жевательные конфеты Tayash Miniyum с фруктовыми вкусами Ассорти, 804г",https://online.metro-cc.ru/products/804g-zhevatelnye-palochki-tayash-miniyum-assorti,859,,TAYASH
379035,"Шоколад Воздушный белый пористый, 85г",https://online.metro-cc.ru/products/belyj-vozdushnyj-poristyj-85g-539287,111,,ВОЗДУШНЫЙ
421296,"Леденцы Halls Extra Strong, 25г",https://online.metro-cc.ru/products/ledency-halls-extra-strong-25g-575137,37,34.9,HALLS
188792,"Вафли Акульчев Мяфли сдобные, 125г",https://online.metro-cc.ru/products/akulchev-sdobnye-125g,95.9,,АКУЛЬЧЕВ
566757,"Печенье Юбилейное витаминизированное молочное с глазурью, 232г",https://online.metro-cc.ru/products/s-molochnoj-glazuryu-yubilejnoe-vitaminizirovannoe-232g,108,86.9,ЮБИЛЕЙНОЕ
1464875,"Гренки Фишка Альпийские Сметана-лук, 120г",https://online.metro-cc.ru/products/120g-grenki-fishka-alpijskie-smetana-luk,60.9,56.9,ФИШКА
526025,"aro Пряники с мятным вкусом, 360г",https://online.metro-cc.ru/products/art_651228,68.9,,ARO
