id товара из сайта,наименование,ссылка на товар,регулярная цена,промо цена,бренд
548949,"Сушки Семейка Озби челночок, 200г",https://online.metro-cc.ru/products/semejka-ozbi-chelnochek-200-g,45.49,40.9,СЕМЕЙКА ОЗБИ
570212,"Конфеты Кремлина шоколадные ассорти цукаты, 1кг",https://online.metro-cc.ru/products/shokoladnye-kremlina-cukaty-assorti-1kg,879,689,КРЕМЛИНА
454825836,"Сандвич из ржаных хлебцев Wasa с начинкой из сыра и зеленого лука, 37г",https://online.metro-cc.ru/products/37g-hlebtsy-rzhanye-wasa-syrluk,88.9,69.9,WASA
381461649,"aro Крендель с морской солью, 130г",https://online.metro-cc.ru/products/130g-krendel-aro-s-morskoy-solyu,34.99,,ARO
177668980,"Мармелад Haribo жевательный привамера, 100г",https://online.metro-cc.ru/products/100g-zhevatelnyy-marmelad-haribo-primavera,159,,HARIBO
563587,"Набор конфет Impresso Collection шоколадный ассорти бежевый, 424г",https://online.metro-cc.ru/products/impresso-bezhevye-424-g,899,,IMPRESSO
594133,"Чипсы Lay's Из печи Сметана и ароматные травы, 85г",https://online.metro-cc.ru/products/chipsy-lay-039s-iz-pechi-smetana-aromatnye-travy-85g,109,,LAY'S
566596,"Жевательная резинка Mentos Pure fresh арбуз, 54г",https://online.metro-cc.ru/products/mentos-pure-fresh-arbuz-54g,147,,MENTOS
544347,"Мармелад Mamba Фруктовый микс жевательный, 140г",https://online.metro-cc.ru/products/zhevatelnyj-mamba-fruktovyj-miks-140-g,163,,MAMBA
161533,"Жевательная резинка Five Wrigley`s 5 Electro мятный разряд, 31г",https://online.metro-cc.ru/products/wrigley-wrigleys-5-electro-myatnyj-razryad-312g-401991,85.9,,FIVE
640191,"Вафли Коломенское Сливочные традиционные, 200г",https://online.metro-cc.ru/products/kolomenskoe-slivochnye-tradicionnye-200g,89.9,,КОЛОМЕНСКОЕ
206775,"Набор конфет Ferrero Collection, 360г",https://online.metro-cc.ru/products/ferrero-collection-raffaello-ferrero-rocher-ferrero-rondnoir-3592g,2029,,FERRERO
505165,"Жевательная резинка Orbit Сладкая мята (13.6г x 10шт), 136г",https://online.metro-cc.ru/products/orbit-white-sladkaya-myata-10sht,369,249,ORBIT
626367,"aro Попкорн сырный (85г x 3шт), 255г",https://online.metro-cc.ru/products/3h85g-popkorn-aro-syr,145,,ARO
390411,"METRO Chef Вафельные рожки для мороженого, 1.248кг",https://online.metro-cc.ru/products/art_540153,1978.9,,METRO CHEF
227146,"Чипсы San Carlo Лайм и розовый перец, 150г",https://online.metro-cc.ru/products/san-carlo-lajm-rozovyj-perec-150g,239,219,SAN CARLO
529869,"Печенье Kellogg's Extra Гранола сдобное с шоколадом и карамелью, 150г",https://online.metro-cc.ru/products/kellogg-039s-extra-granola-shokolad-karamel-150g,201,,KELLOGG'S EXTRA
574128,"Чипсы Lay's Stax Ребрышки барбекю, 140г",https://online.metro-cc.ru/products/lay-039s-stax-aromatnye-rebryshki-barbekyu-140g,215,,LAY'S
402599,"Чипсы Хрустящий картофель со вкусом сметаны и лука, 160г",https://online.metro-cc.ru/products/160g-hrust-kart-sm-luk,121,109,ХРУСТЯЩИЙ КАРТОФЕЛЬ
574637,"Шоколад Alpen Gold Max Fun молочный со взрывной карамелью мармеладом и печеньем, 150г",https://online.metro-cc.ru/products/art_91299,197,,ALPEN GOLD
540335,"Попкорн Holy Corn сладко-соленый, 30г",https://online.metro-cc.ru/products/kukuruza-vozdushnaya-popkorn-sladko-solenaya-30g,78.9,52.9,HOLY CORN
89283,"aro Печенье Лужское Топленое молоко, 300г",https://online.metro-cc.ru/products/aro-luzhskoe-toplenoe-moloko-300g,102,,ARO
613162,"Ирис Meller Cоленая карамель, 38г",https://online.metro-cc.ru/products/38g-iris-meller-solenaya-karamel,44.99,39.9,MELLER
612350,"Конфета Mamba Тропикс жевательная, 79г",https://online.metro-cc.ru/products/795g-zhevatelnaya-mamba-tropiks,98.9,69.9,MAMBA
576021,"Шоколад Аленка Красный Октябрь молочный фундук, 90г",https://online.metro-cc.ru/products/alenka-krasnyj-oktyabr-funduk-90-g,85.9,62.9,АЛЕНКА
601246788,"Набор кондитерский Snickers Mixed minis подарок, 262г",https://online.metro-cc.ru/products/262g-konditerskiy-nabor-snickers-mixed-minis-podarok,439,,SNICKERS
159532,"Конфеты шоколадные Красный Октябрь Третьяковская галерея в коробке, 240г",https://online.metro-cc.ru/products/krasnyj-oktyabr-tretyakovskaya-galereya-assorti-240g,369,279,КРАСНЫЙ ОКТЯБРЬ
557326723,"Мини-печенье Leibniz красочное, 150г",https://online.metro-cc.ru/products/150g-mini-pechene-leibniz-krasochnoe,419,,LEIBNIZ
203156,"Пряники Яшкино мятные, 350г",https://online.metro-cc.ru/products/yashkino-myatnye-350-g,96.9,,ЯШКИНО
592341513,"Конфеты Славянка Маленькое чудо шоколадные, 1кг",https://online.metro-cc.ru/products/1kg-konfety-malenkoe-chudo-slavyanka-shokoladnoe,589,,СЛАВЯНКА
166939,"Палочки картофельные Lorenz Pomsticks соль, 100г",https://online.metro-cc.ru/products/palochki-kartofelnye-lorenz-s-solyu-100g,107,,LORENZ
624707,"Конфеты Raffaello Сердце трансформер, 300г",https://online.metro-cc.ru/products/raffaello-serdce-transformer-300-g,1549,,RAFFAELLO
603218541,"Конфеты Chocodate финики с миндалем в темном шоколаде, 100г",https://online.metro-cc.ru/products/100g-konfety-chocodate-finiki-s-mindalem-v-temnom-shok,284,239,CHOCODATE
167195,"Шоколад Бабаевский Вдохновение горький с миндалем 75% какао, 100г",https://online.metro-cc.ru/products/babaevskij-vdohnovenie-gorkij-s-mindalem-75-kakao-100g,184,,ВДОХНОВЕНИЕ
553700,"Конфеты Halls Mini Mints без сахара со вкусом мяты, 13г",https://online.metro-cc.ru/products/konfety-halls-mini-mints-bez-sahara-so-vkusom-myaty-125-g,65.9,,HALLS
177529326,"Мармелад Haribo жевательный Колор Радо, 175г",https://online.metro-cc.ru/products/175g-zhevatelnyy-marmelad-haribo-kolor-rado,263,,HARIBO
621967,"Карамель Рот Фронт клубника со сливками, 250г",https://online.metro-cc.ru/products/250g-karamel-rot-front-klubnika-so-slivkami,119,69.9,РОТ ФРОНТ
601548741,"Набор подарочный Milka Микс фигурного молочного шоколада, 95г",https://online.metro-cc.ru/products/nabor-podarochnyy-milka-miks-figurnogo-molochnogo-shokolada-945g,399,,MILKA
614858,"Конфеты Mamba Кола и фрукты жевательные, 80г",https://online.metro-cc.ru/products/zhevatelnyj-mamba-kola-frukty-795g,98.9,69.9,MAMBA
194968,Драже изюм в шоколаде Рот Фронт 200г,https://online.metro-cc.ru/products/drazhe-izyum-v-shokolade-rot-front-200g,139,,РОТ ФРОНТ
84693,"Жевательная резинка Orbit Нежная мята, 14г",https://online.metro-cc.ru/products/orbit-nezhnaya-myata-136g,37.49,,ORBIT
440882,"Батончик Bounty Minis шоколадный, 3кг",https://online.metro-cc.ru/products/bounty-minis-shokoladnyj-batonchik-3kg,2849,,BOUNTY
403009,"Чипсы Хрустящий картофель в ломтиках со вкусом бекона, 160г",https://online.metro-cc.ru/products/160g-hrust-kart-bekon,121,109,ХРУСТЯЩИЙ КАРТОФЕЛЬ
163816,"Вафли Акульчев Венские с земляникой, 100г",https://online.metro-cc.ru/products/art_461714,66.9,,АКУЛЬЧЕВ
232014,"Чипсы нори Midori васаби, 5г",https://online.metro-cc.ru/products/midori-iz-morskoj-kapusty-s-vasabi-nori-5-g,68.9,,MIDORI
530877510,"Хлебцы Мистраль рис басмати, 100г",https://online.metro-cc.ru/products/100g-hlebtsy-mistral-ris-basmati,96.9,53.9,МИСТРАЛЬ
626546,"Снеки Cheetos Кетчуп кукурузные, 50г",https://online.metro-cc.ru/products/50g-cheetos-ketchup,54.9,,CHEETOS
573979142,"Конфеты Красный Октябрь Петушок Золотой гребешок, 1кг",https://online.metro-cc.ru/products/1kg-konfety-petushok-zolotoy-grebeshok-krasnyy-oktyabr,629,,КРАСНЫЙ ОКТЯБРЬ
219231,"Конфеты Красный Октябрь Цитрон, 250г",https://online.metro-cc.ru/products/art_406448,161,,КРАСНЫЙ ОКТЯБРЬ
646012,"Чипсы нори Naitori со вкусом васаби, 3г",https://online.metro-cc.ru/products/nori-naitori-ssch-vkusom-vasabi-3g,41.99,29.9,NAITORI
626966,"Вафли Nature's Own Factory Гречишные с гречишным молочным шоколадом, 20г",https://online.metro-cc.ru/products/20g-grechishn-nature-rsquos-own-factory-mol-sh,88.9,,NATURE'S OWN FACTORY
601245553,"Набор подарочный Мосупак Конфета Чебурашка подарок, 225г",https://online.metro-cc.ru/products/225g-pn-mosupak-podarok-konfeta-cheburashka,211,,МОСУПАК
264778269,"Шоколад белый Schogetten Stracciatella с обжаренными кусочками зерен какао-крупкой и горьким шоколадным основанием, 100г",https://online.metro-cc.ru/products/100g-shokolad-schogetten-strachatella,171,,SCHOGETTEN
123155,"Шоколад Красный Октябрь Аленка молочный, 200г",https://online.metro-cc.ru/products/alenka-molochnyj-200g,213,,АЛЕНКА
257984,"Батончик Kinder Bueno вафельный в молочном шоколаде, 43г",https://online.metro-cc.ru/products/vafli-kinder-bueno-v-molochnom-43g,82.9,,KINDER BUENO
557327223,"Чипсы Lay's Из печи со вкусом хамона, 81г",https://online.metro-cc.ru/products/81g-chipsy-lays-iz-pechi-hamon,109,,LAY'S
123763,"Сушки Семейка Озби Кроха с маком, 200г",https://online.metro-cc.ru/products/semejka-ozbi-mini-sushki-s-makom-200g,56.9,,СЕМЕЙКА ОЗБИ
573919792,"Конфеты Kdv Белая черемуха помадные глазированные, 500г",https://online.metro-cc.ru/products/500g-konfety-kdv-belaya-cheremuha-pomadnye-glazirovannye,151,125,Без бренда
227772,"Чипсы San Carlo Piu Gusto со вкусом томата, 150г",https://online.metro-cc.ru/products/san-carlo-tomat-150g,239,219,SAN CARLO
655831,"Мармелад жевательный Mamba Молочные привидения, 90г",https://online.metro-cc.ru/products/90g-zhevatelnyj-mamba-privideniya,121,,MAMBA
248809,"Изделие кондитерское Kinder Joy Winx с игрушкой, 24г",https://online.metro-cc.ru/products/kinder-joy-s-igrushkoj-infinimiks-20g,125,,KINDER JOY
573944357,"Конфеты Рот Фронт Птичье молоко сливочно-ванильные, 1кг",https://online.metro-cc.ru/products/1kg-konfety-ptiche-moloko-rot-front,569,,РОТ ФРОНТ
215895,"Драже M&M's с молочным шоколадом, 45г x 32 шт",https://online.metro-cc.ru/products/drazhe-m-and-ms-s-molochnym-shokoladom-45-g-445185,1724.8,,M&M'S
550527696,"Печенье Сладкая слобода деревенское к кофе, 355г",https://online.metro-cc.ru/products/pechene-sladkaya-sloboda-derevenskoe-k-kofe-355g,124,,СЛАДКАЯ СЛОБОДА
464401,"Драже M&M's криспи, 36г x 32 шт",https://online.metro-cc.ru/products/art_603033,1724.8,,M&M'S
363105,"Конфеты Twix Minis шоколадные, 2.7кг",https://online.metro-cc.ru/products/shokoladnye-twix-minis-27kg,2629,,TWIX
573977147,"Карамель Kdv Дивная даренка с начинкой молочный вкус, 500г",https://online.metro-cc.ru/products/500g-karamel-kdv-divnaya-darenka-s-nachinkoy-molochnyy-vkus,124,99,Без бренда
362085,"Мармелад Fruittella Звери микс, 70г",https://online.metro-cc.ru/products/fruittella-zveri-mix-70g,71.9,63.9,FRUITTELLA
573977157,"Конфеты Kdv загорская сливочная, 500г",https://online.metro-cc.ru/products/500g-konfety-kdv-zagorskaya-slivochnaya,156,139.01,Без бренда
601247098,"Шоколад A.Korkunov молочный, 90г",https://online.metro-cc.ru/products/90g-shokolad-korkunov-molochnyy,151,119,A.KORKUNOV
553791,"Жевательная резинка Mentos Pure White вкус Клубника, 16г",https://online.metro-cc.ru/products/mentos-pure-white-klubnika-155g,34.49,,MENTOS
592069363,"Конфеты Славянка Super step, 1кг",https://online.metro-cc.ru/products/1kg-konfety-super-step-slavyanka,439,,СЛАВЯНКА
572517,"Чипсы Salto Кукурузные начос классик с сырным соусом, 220г",https://online.metro-cc.ru/products/salto-nachos-cheese-klassik-220g,409,,SALTO
93638,"Батончик шоколадный Nuts DUO с фундуком, 66г x 18 шт",https://online.metro-cc.ru/products/nuts-celnyj-funduk-megabajt-66g,1438.2,,NUTS
614867,"Баранки Семейка Озби с ванилью, 300г",https://online.metro-cc.ru/products/s-vanilyu-semejka-ozbi-300g,81.9,,СЕМЕЙКА ОЗБИ
557382538,"Крекеры Delser с солью, 500г",https://online.metro-cc.ru/products/20h25g-krekery-delser-s-solyu,579,,DELSER
558938,"Печенье Галеригалетт Гарибальди с изюмом, яблоком и корицей, 180г",https://online.metro-cc.ru/products/pechenye-galerigalett-zatyazhnoe-s-izyumom-yablokom-koricej-180-g,77.9,69.9,ГАЛЕРИГАЛЕТТ
412430,"Шоколад Bucheron горький с клюквой, клубникой и фисташками 72% какао, 100г",https://online.metro-cc.ru/products/bucheron-gorkij-s-klyukvoj-klubnikoj-fistashkami-72-kakao-100g,221,,BUCHERON
567265,"Вафли Manner Knuspino с ореховым кремом, 110г",https://online.metro-cc.ru/products/manner-original-neapolitaner-110-g,123,,MANNER
555886,"Снэки Сухогруз Ставридка, 70г",https://online.metro-cc.ru/products/rybnye-suhogruz-stavridka-susheno-vyalenaya-70-g,186,,СУХОГРУЗ
648045,"METRO Chef Тарталетки для икры из слоеного теста, 135г",https://online.metro-cc.ru/products/metro-chef-tartaletki-dlya-ikry-iz-sloenogo-testa-135g,105,,METRO CHEF
576005,"Шоколад Аленка Красный Октябрь молочный фундук изюм, 90г",https://online.metro-cc.ru/products/alenka-krasnyj-oktyabr-funduk-izyum-90-g,85.9,62.9,АЛЕНКА
601546101,"Набор подарочный Milka Новогодняя звезда, 63г",https://online.metro-cc.ru/products/nabor-podarochnyy-milka-novogodnyaya-zvezda-63g,287,,MILKA
421489,"Леденцы Halls мёд с лимоном, 25г",https://online.metro-cc.ru/products/ledency-halls-myod-s-limonom-25g,37,34.9,HALLS
244945728,"Конфеты Кондитерская фабрика Крупской Мишка на севере, 200г",https://online.metro-cc.ru/products/200g-konfety-kf-krupskoy-mishka-na-severe,271,,КОНДИТЕРСКАЯ ФАБРИКА КРУПСКОЙ
85930,"Батончик Twix Экстра шоколадный, 82г x 24 шт",https://online.metro-cc.ru/products/twix-ekstra-82g-248140,1533.6,,TWIX
232813,"Жевательная резинка Orbit White Bubblemint фрукты, мята, 14г",https://online.metro-cc.ru/products/bez-sahara-orbit-white-bubblemint-s-aromatom-fruktov-myaty-136g,37.49,,ORBIT
604936342,"Набор конфет Toffifee Санта и друзья, 375г",https://online.metro-cc.ru/products/nabor-konfet-toffifee-santa-i-druzya-375g,789,,TOFFIFEE
616199,"Карамель Рот Фронт Взлет, 250г",https://online.metro-cc.ru/products/250g-karamel-rot-front-vzlet,118,85.9,РОТ ФРОНТ
601434956,"RIOBA Чипсы нори с оливковым маслом, 4.5г",https://online.metro-cc.ru/products/45g-chipsy-nori-rioba-s-olivkovym-maslom-227287,41.99,,RIOBA
616136,"Зефир Сладбери Фисташковое мороженое, 750г",https://online.metro-cc.ru/products/750g-sladberi-fistashkovoe-morozhenoe,309,,СЛАДБЕРИ
597583,"Шоколад Россия Щедрая душа Миндаль и вафля молочный, 82г",https://online.metro-cc.ru/products/molochnyj-rossiya-schedraya-dusha-mindal-vafli-82g,61.9,54.9,РОССИЯ ЩЕДРАЯ ДУША
474348,"Печенье Яшкино Дженс сдобное, 180г",https://online.metro-cc.ru/products/yashkino-dzhens-180g,76.9,,ЯШКИНО
85931,"Батончик Bounty Трио шоколадный, 83г x 24 шт",https://online.metro-cc.ru/products/bounty-trio-825g-248151,1533.6,,BOUNTY
573977202,"Карамель Kdv Дворянка глазированная с ликерной начинкой, 500г",https://online.metro-cc.ru/products/500g-karamel-kdv-dvoryanka-glazir-s-likernoy-nachinkoy,171,139.01,Без бренда
573307,"Шоколад Alpen Gold с соленым арахисом и крекером, 85г",https://online.metro-cc.ru/products/alpen-gold-kreker-solenyj-arahis-85g,79.9,69.9,ALPEN GOLD
616130,"Конфеты Красный Октябрь Трюфели, 200г",https://online.metro-cc.ru/products/200g-krasnyj-oktyabr-tryufeli,294,,КРАСНЫЙ ОКТЯБРЬ
248309,"Жевательная резинка Dirol со вкусом мяты без сахара, 14г",https://online.metro-cc.ru/products/dirol-so-vkusom-myaty-136-g-515396,32.5,28.9,DIROL
518096,"Конфеты жевательные Fruittella mini мультипак, 88г",https://online.metro-cc.ru/products/konfety-nbspfruittella-nbspmini-multipak-88g,109,79.9,FRUITTELLA
98880480,"Маршмеллоу Guandy Classic белый ванильный, 200г",https://online.metro-cc.ru/products/200g-marshmellou-guandy-klassik-belyy-vanilnyy,259,,GUANDY
3043430,"Печенье мягкое StMichel покрытое молочной шоколадной глазурью, 180г",https://online.metro-cc.ru/products/180g-myagk-pechene-st-michel-pokr-shokoladom,409,,STMICHEL
402786,"Чипсы Хрустящий картофель в ломтиках с солью, 40г",https://online.metro-cc.ru/products/hrustyaschij-kartofel-s-solyu-40g,34.99,29.9,ХРУСТЯЩИЙ КАРТОФЕЛЬ
153509298,"Набор подарочный Henry Lambertz Mozart Kugeln конфеты, 300г",https://online.metro-cc.ru/products/300g-pn-konfety-henry-lambertz-mozart-kugeln,1469,,LAMBERTZ
172745,"Конфеты Dove Promises Ассорти шоколадные, 118г",https://online.metro-cc.ru/products/art_480809,369,299,DOVE
646782,"Сухарики Хрусteam ржаные сметана-зелень, 60г",https://online.metro-cc.ru/products/hrusteam-rzhanye-smetana-zelen-60g,56.9,46.9,ХРУСTEAM
402196,"Конфеты Raffaello с цельным миндальным орехом в кокосовой обсыпке, 90г",https://online.metro-cc.ru/products/raffaello-s-celnym-mindalnym-orehom-v-kokosovoj-obsypke-90g,253,,RAFFAELLO
489564186,"Жевательная резинка Love is кокос-ананас (4.2г x 100шт), 420г",https://online.metro-cc.ru/products/42gh100sht-zhev-rez-love-is-kokosananas,589,,LOVE IS
209469,"Пирожное Kinder Pingui бисквитное кокос 32.5%, 30г",https://online.metro-cc.ru/products/pirozhnoe-biskvitnoe-kinder-pingui-kokos-pokrytoe-molochnym-shokoladom-s-molochno-kokosovoj-nachinkoj-30g,56.9,,KINDER PINGUI
49162257,"Чипсы Mr Potato Оригинальные, 160г",https://online.metro-cc.ru/products/160g-chipsy-mr-potato-originalnye,299,,MR POTATO
379673,"Жевательная резинка Eclipse эвкалипт, 14г",https://online.metro-cc.ru/products/eclipse-evkalipt-136-g-540359,46.99,,ECLIPSE
592069413,"Конфеты Славянка Левушка детям чудо-звери шоколадные, 1кг",https://online.metro-cc.ru/products/1kg-konfety-lyovushka-detyam-slavyanka-chudo-zveri-shok,649,,СЛАВЯНКА
581688212,"Вафли Яшкино Южная страна, 5кг",https://online.metro-cc.ru/products/5kg-vafli-yashkino-yuzhnaya-strana,1289,,ЯШКИНО
250589,"Жевательная резинка Orbit XXL сладкая мята, 20г",https://online.metro-cc.ru/products/orbit-xxl-sladkaya-myata-204g-516735,51.9,,ORBIT
421170,"Пряники Коровка с начинкой шоколадное молоко, 300г",https://online.metro-cc.ru/products/korovka-s-nachinkoj-shokoladnoe-moloko-300g,119,,КОРОВКА
601505097,"Хлебцы Щедрые Бородинские, 100г",https://online.metro-cc.ru/products/100g-hlebtsy-schedrye-borodinskie,48.49,39.9,ЩЕДРЫЕ
583406,"RIOBA Шоколад молочный с соленой карамелью, 100г",https://online.metro-cc.ru/products/shokolad-rioba-molochnyj-s-solenoj-karamelyu-100g,111,,RIOBA
625082,"aro Попкорн масл (100г x 3шт), 300г",https://online.metro-cc.ru/products/3h100g-popkorn-aro-maslo,145,,ARO
632428,"aro Попкорн сладкий (85г х 3шт), 255г",https://online.metro-cc.ru/products/3h85g-popkorn-aro-sladkij,145,,ARO
537469449,"Вафли Яшкино мягкие с вишневым джемом, 120г",https://online.metro-cc.ru/products/120g-myagkie-vafli-yashkino-s-vishnevym-dzhemom,58.9,,ЯШКИНО
457071,"aro Сушки Малютка простые, 500г",https://online.metro-cc.ru/products/aro-malyutka-prostaya-500g,76.9,,ARO
76409785,"Зефир Белевские сладости яблочный, 250г",https://online.metro-cc.ru/products/250g-zefir-belevskie-sladosti-yablochnyy,199,,БЕЛЕВСКИЕ СЛАДОСТИ
575988,"Шоколад Аленка Красный Октябрь молочный миндаль, 90г",https://online.metro-cc.ru/products/alenka-krasnyj-oktyabr-mindal-90-g,85.9,62.9,АЛЕНКА
452086,"Драже Tic Tac со вкусом мяты, 49г",https://online.metro-cc.ru/products/drazhe-tic-tac-reg-so-vkusom-myaty-49g,172,,TIC TAC
177614146,"Шоколад Villars мини темный и горький, 250г",https://online.metro-cc.ru/products/250g-mini-shokolad-villars-tyomnyy-i-gorkiy,1399,,VILLARS
481329,"Конфеты шоколадные Guylian Морские ракушки, 250г",https://online.metro-cc.ru/products/morskie-rakushki-250-g,1189,,GUYLIAN
150214,"Конфеты Вдохновение шоколадные с трюфельным кремом, 170г",https://online.metro-cc.ru/products/vdohnovenie-shokoladnye-s-tryufelnym-kremom-170g,469,,ВДОХНОВЕНИЕ
452612,"Мармелад Mamba Фруктовый микс жевательный, 72г",https://online.metro-cc.ru/products/zhevatelnyj-mamba-fruktovyj-miks-72-g,85.9,,MAMBA
556001,"Снэки Сухогруз Кольца кальмара, 70г",https://online.metro-cc.ru/products/kalmar-suhogruz-sushenyj-kolca-70g,183,,СУХОГРУЗ
111950,"Шоколадное яйцо Kinder Joy Infinimix с игрушкой, 20г",https://online.metro-cc.ru/products/kinder-joy-s-igrushkoj-infinimiks-20-g,125,,KINDER JOY
556470,"Конфеты Warner Hudson Ассорти с ликером шоколадные, 150г",https://online.metro-cc.ru/products/warner-hudson-shokoladnye-150-g,269,,WARNER HUDSON
582925,"RIOBA Шоколад горький 72% какао, 100г",https://online.metro-cc.ru/products/rioba-gorkij-72-kakao-100g,111,,RIOBA
581032,"Шоколад Red молочный фундук и макадамия без сахара, 26г",https://online.metro-cc.ru/products/shokolad-s-fundukom-makadamiej-red-26g,73.9,50.9,RED
11725988,"Чипсы Savoursmiths со вкусом трюфеля и розмарина, 150г",https://online.metro-cc.ru/products/150g-chipsy-savoursmiths-tryufelrozmarin,479,,SAVOURSMITHS
615356,"Шоколад Nature's Own Factory гречишный с имбирем и лимоном, 20г",https://online.metro-cc.ru/products/grechishnyj-s-imbirem-limonom-nature-039s-own-factory-24g,115,,NATURE'S OWN FACTORY
569628,"Конфеты Победа вкуса Funny Cows молочные со сгущенным молоком, 250г",https://online.metro-cc.ru/products/pobeda-vkusa-funny-cows-250g,138,104,ПОБЕДА ВКУСА
3043425,"Печенье StMichel Французское песочное, 150г",https://online.metro-cc.ru/products/150g-pechene-st-michel-frantsuzskoe-pesochnoe,339,,STMICHEL
639836,"Вафли Коломенское Каприччио с шоколадной начинкой, 200г",https://online.metro-cc.ru/products/kolomenskoe-kaprichchio-s-shokoladnoj-nachinkoj-200g,89.9,,КОЛОМЕНСКОЕ
601241348,"Конфеты Feletti из темного шоколада с фундуком, 250г",https://online.metro-cc.ru/products/250g-konfety-feletti-iz-temnogo-shokolada-s-fundukom,1079,,FELETTI
592003522,"Шоколад Кондитерская фабрика Крупской особый темный мини, 200г",https://online.metro-cc.ru/products/200g-shokolad-osobyy-kf-im-nk-krupskoy-tyomnyy-mini,269,,КОНДИТЕРСКАЯ ФАБРИКА КРУПСКОЙ
227969,"Карамель Рот Фронт Малютка леденцовое ассорти вкусов, 250г",https://online.metro-cc.ru/products/250g-karamel-malyutka-assorti,123,74.9,РОТ ФРОНТ
30750723,"Хлебцы цельнозерновые Baker House овсяные лен-кунжут, 180г",https://online.metro-cc.ru/products/180g-tselnozern-hlebtsy-baker-house-ovsyanye-lenkunzh,169,,BAKER HOUSE
217795069,"Мармелад Sweetbox с игрушкой Леди Баг, 10г",https://online.metro-cc.ru/products/10g-marmelad-sweet-box-s-igrushkoy-ledi-bag,221,149,SWEETBOX
98139,"Конфеты Raffaello с цельным миндальным орехом в кокосовой обсыпке, 240г",https://online.metro-cc.ru/products/raffaello-s-celnym-mindalnym-orehom-v-kokosovoj-obsypke-240g-92484,689,,RAFFAELLO
574162332,"Карамель Kdv Fructi Show желейная начинка ассорти, 500г",https://online.metro-cc.ru/products/500g-karamel-kdv-fructi-show-zheleynaya-nachinka-assorti,108,95,Без бренда
362990,"Жевательная резинка Five 5 Fusion ягодная волна, 31г",https://online.metro-cc.ru/products/wrigley-wrigleys-five-fusion-yagodnaya-volna-31g,85.9,,FIVE
566447,"Жевательная резинка Mentos Pure Fresh вкус Арбуз, 16г",https://online.metro-cc.ru/products/mentos-pure-fresh-arbuz-155g,34.49,,MENTOS
604923546,"Шоколад молочный Ritter Sport миндаль и какао-крем, 100г",https://online.metro-cc.ru/products/shokolad-molochnyy-ritter-sport-mindal-i-kakao-krem-100g,155,,RITTER SPORT
318027326,"Печенье Orion Choco Boy йогурт и клубника, 40г",https://online.metro-cc.ru/products/40g-pechene-orion-choco-boy-yogurt-i-klubnika,55.9,,ORION
470466,"Чипсы Lorenz Naturals со вкусом чеснока и зелени, 100г",https://online.metro-cc.ru/products/lorenz-naturals-so-vkusom-chesnoka-zeleni-100g,159,99.9,NATURALS
620297,"Драже M&M's криспи, 130г",https://online.metro-cc.ru/products/130g-drazhe-m-m-039s-krispi,179,,M&M'S
425479,"Набор конфет Toffifee Новый год, 250г",https://online.metro-cc.ru/products/konfety-toffifee-novyj-god-250g,509,,TOFFIFEE
498557,"aro Зефир в глазури, 250г",https://online.metro-cc.ru/products/aro-v-glazuri-250g,102,,ARO
537536989,"Вафли Яшкино мягкие с вареной сгущенкой, 120г",https://online.metro-cc.ru/products/120g-myagkie-vafli-yashkino-s-varenoy-sguschenkoy,58.9,,ЯШКИНО
460579849,"Чипсы Dr. Korner цельнозерновые кукурузно-рисовые с сыром начо, 50г",https://online.metro-cc.ru/products/50g-chipsy-drkorner-kukuruzno-risovye-s-syrom-nacho,63.9,,DR. KORNER
592060883,"aro Пряники комсомольские, 360г",https://online.metro-cc.ru/products/360g-pryaniki-aro-komsomolskie,70.9,,ARO
581431307,"Трубочки Яшкино вафельные со вкусом сгущенного молока, 4кг",https://online.metro-cc.ru/products/4kg-trubochki-yashkino-vafelnye-vkus-sguschennogo-moloka,1249,,ЯШКИНО
538200,"Жевательная резинка Orbit Сладкая мята без сахара, 68г",https://online.metro-cc.ru/products/art_58907,212,,ORBIT
613946,"Драже Skittles Фруктовый вкус, 140г",https://online.metro-cc.ru/products/drazhe-skittles-frukty-140g,134,,SKITTLES
537684989,"Вафли Яшкино шоколадные, 200г",https://online.metro-cc.ru/products/200g-vafli-yashkino-shokoladnye,68.9,,ЯШКИНО
529889,"Печенье Kellogg's Extra Гранола сдобное с шоколадом и апельсином, 150г",https://online.metro-cc.ru/products/kellogg-039s-sdobnoe-extra-granola-s-shokoladom-apelsinom-150g,201,,KELLOGG'S EXTRA
617582,"Конфеты Anthon Berg Luxury Gold шоколадные ассорти, 200г",https://online.metro-cc.ru/products/200g-anthon-berg-shok-assorti,1359,,ANTHON BERG
457790,"Жевательная резинка Dirol Colors XXL без сахара ассорти Мятных вкусов, 19г",https://online.metro-cc.ru/products/dirol-colors-xxl-myatnyj-19g,55.9,35.9,DIROL
250193,"Вафли Акульчев венские с абрикосом, 100г",https://online.metro-cc.ru/products/venskie-akulchev-s-abrikosom-100-g,66.9,,АКУЛЬЧЕВ
207448,"Шоколад Lindt Excellence 70% какао, 100г",https://online.metro-cc.ru/products/lindt-excellence-gorkij-70-100g,309,,LINDT
580197,"Карамель Chupa Chups XXL Playlist, 29г",https://online.metro-cc.ru/products/karamel-chupa-chups-xxl-playlist-29g-104025,32.99,29.9,CHUPA CHUPS
